equipment,model,file,folder,download_date
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2008-mig29-destr-24-02-22.jpg,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2009-mi-g-29-fighter-aircraft-dam-18-04-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2009-mig29-destr-22-05-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2012-mig29-destr-02-06-23.jpg,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2012-mig29-destr-08-03-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2017-mi-g-29-fighter-aircraft-destr-16-08-24.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2018-mi-g-29-mu1-fighter-aircraft-dam-30-04-24.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2019-mi-g-29-fighter-aircraft-destr-03-07-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2024-mig29-destr-27-04-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2033-mig29-destr-12-08-24.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2035-mig-29-destr-24-02-22.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_224.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_2300-mig29-08-08-22.jpg,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_3114.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_3f.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_4388.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_4439.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_4f114.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_532.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_542.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_5426.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_548.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_6651.png,img_ukraine,2023-10-02
Aircraft,MiG-29_fighter_aircraft,mig-29_fighter_aircraft_g68.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_2000-su24-destr-01-03-23.jpg,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_2000-su24-destr-30-06-22.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_2004-su24m-destr-23-07-22.jpg,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_2005-su24m-destr-23-07-22.jpg,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_2027-su24-m-destr-09-03-22.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_2028-su24-m-destr-01-03-22.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_27.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_29.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_3260.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_398.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_518.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_531.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_6652.png,img_ukraine,2023-10-02
Aircraft,Su-24M_strike_aircraft,su-24m_strike_aircraft_7999.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2001.jpg,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2011-su25-destr-15-03-22.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2013-su25-dam-06-06-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2017-su25-destr-07-02-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2019-su25-destr-27-01-23.jpg,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2025-su25-destr-10-06-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2030-su-25-destr-14-12-24.png,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2203-su-25-m1-k-close-air-support-aircraft-destr-31-10-24.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_2204-su-25-m1-k-close-air-support-aircraft-destr-31-10-24.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_229.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_3329.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_542f.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_554.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_58.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_62.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_669.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_7762.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_f5.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_p1.png,img_ukraine,2023-10-02
Aircraft,Su-25_close_air_support_aircraft,su-25_close_air_support_aircraft_p2.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2000-su27-destr-02-02-25.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2001-su27-destr-23-07-22.jpg,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2002-su27-destr-23-07-22.jpg,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2003-su27-destr-13-03-22.jpg,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2006-su-27-fighter-aircraft-destr-01-07-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2007-su-27-fighter-aircraft-destr-01-07-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2009-mig29.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2010-su27-destr-17-05-24.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2023-su27-destr-22-12-23.jpg,img_ukraine_2024-07-12,2024-07-12
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2030-su27-destr-28-04-25.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_2100-su27-destr-24-02-22.jpg,img_ukraine_2025-06-18,2025-06-18
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_326.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_3325.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_332o.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_3fp.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_46.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_4f.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_5h.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_6523.png,img_ukraine,2023-10-02
Aircraft,Su-27_fighter_aircraft,su-27_fighter_aircraft_662.png,img_ukraine,2023-10-02
Aircraft,Unknown_fighter_jet,unknown_fighter_jet_2037-unkn-figher-jet-destr-05-03-22.jpg,img_ukraine_2024-07-12,2024-07-12
Anti-Aircraft_Guns,23mm_ZU-23,23mm_zu-23_2000-zu-23-2-capt-16-03-22.jpg,img_ukraine_2025-06-18,2025-06-18
Anti-Aircraft_Guns,23mm_ZU-23,23mm_zu-23_2001-zu-23-2-capt-16-03-22.jpg,img_ukraine_2025-06-18,2025-06-18
Anti-Aircraft_Guns,23mm_ZU-23,23mm_zu-23_2002-zu-23-2-capt-16-03-22.jpg,img_ukraine_2025-06-18,2025-06-18
Anti-Aircraft_Guns,23mm_ZU-23,23mm_zu-23_21.png,img_ukraine,2023-10-02
Anti-Aircraft_Guns,23mm_ZU-23,23mm_zu-23_480.png,img_ukraine,2023-10-02
Anti-Aircraft_Guns,23mm_ZU-23,23mm_zu-23_nm8.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,AMX-10_RC_R_,amx-10_rc_r__2013-amx-10-rc-r-destr-28-12-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,AMX-10_RC_R_,amx-10_rc_r__2024-amx-10-rc-r-destr-08-10-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,AMX-10_RC_R_,amx-10_rc_r__99701.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BMM-4C_Ambulance,bmm-4c_ambulance_2008-bmm-4-s-ambulance-destr-28-02-23.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BMM-4C_Ambulance,bmm-4c_ambulance_66554.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BMM-4C_Ambulance,bmm-4c_ambulance_6657.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BMM-70_Ambulance,bmm-70_ambulance_2009-bmm-70-kovcheh-destr-16-03-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BMM-70_Ambulance,bmm-70_ambulance_43.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BMPT_Azovets,bmpt_azovets_2020-bmpt-azovets-capt-04-04-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BPzV_Svatava_combat_reconnaissance_vehicle,bpzv_svatava_combat_reconnaissance_vehicle_2002-stavaza-destr-28-10-23.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BPzV_Svatava_combat_reconnaissance_vehicle,bpzv_svatava_combat_reconnaissance_vehicle_2003-bpz-v-svatava-combat-reconnaissance-vehicle-destr-10-12-23.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BPzV_Svatava_combat_reconnaissance_vehicle,bpzv_svatava_combat_reconnaissance_vehicle_2007-bpz-v-svatava-destr-31-10-23.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2000-2x-brdm2-destr-31-10-22.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2003-brdm2-destr-31-2-22.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2004-brdm-2-destr-20-07-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2004-brdm2-destr-20-01-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2004-brdm2-destr-29-01-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2005-brdm-2-destr-01-01-25.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2005-brdm-2-destr-20-07-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2005-brdm-2-destr-24-04-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2005-brdm-2-destr-25-02-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2006-brdm-2-destr-13-12-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2006-brdm-2-destr-24-04-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2006-brdm-2-destr.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2006.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2008-brdm-2-destr-11-03-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2008-brdm-2-destr-20-05-22.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2010-brdm-2-destr-04-03-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2011-brdm-2-destr-18-05-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2012-brdm-2-destr-16-11-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2012-brdm2-destr-27-04-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2013-brdm-2-destr-16-11-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2015-brdm-2-capt-25-02-22.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2015-brdm-2-destr-12-03-23.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2016-brdm-2-destr-12-03-23.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2019-brdm-2-destr-17-08-23.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2022-09-29-ua-brdm-2-1.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2022-09-29-ua-brdm-2-2.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2022-brdm2-destr-24-02-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2027-brdm-2-destr-20-12-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2034-brdm-2-destr-01-06-25.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2038-brdm-2-dam-05-05-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2039-brdm2-destr-12-05-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_2055-brdm-2-capt-08-07-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_218.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_267.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_331f.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_33270.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_3328.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_37.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_380.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_388.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_3d7.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_3r3.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_4330.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_438.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_44988.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_477.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_4gj.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_542.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_553.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_5577.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_6h8.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_7j.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_a1.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_a3.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_b1.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_bl.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_c9.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_d13.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_f449.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_f455.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_f9.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_screenshot-8366.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2,brdm-2_screenshot-8367.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_187.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2.png,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2000-brdm-2-l1-destr.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2001-brdm-2-l1-destr-14-02-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2002-brdm-2-l1-destr-03-03-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2002-brdm-2-l1-destr-27-09-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2002-brdm-2-l1-destr.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2003-brdm2l-destr.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2004-brdm-2-l1-destr-03-03-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2004-brdm-2-l1-destr-31-03-22.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2005-brdm-2-l1-destr-31-03-22.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2007-2x-brdm-2-l1-destr.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2007-brdm-2-l1-capt-04-09-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2008-brdm-2-l1-capt-28-02-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2008-brdm-2-l1-destr-15-01-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2008-brdm-2-l1-destr-31-10-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2012-brdm-2-l1-destr-28-02-22.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2014-brdm-2-l1-destr-07-12-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2015-brdm-2-l1-destr-29-09-23.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2015-brdm-2-l1-destr-31-05-25.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2017-brdm-2-l1-destr-05-09-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2017-brdm-2-l1-destr-31-08-23.png,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2018-brdm-2-l1-destr-28-07-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2018-brdm-2-l1-destr-29-04-24.jpg,img_ukraine_2024-07-12,2024-07-12
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2019-brdm-2-l1-dam-aband-13-09-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2021-brdm-2-l1-dam-aband-28-09-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2021-brdm-2-l1-destr-02-08-23.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2021-brdm-2-l1-destr-22-02-25.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2038-brdm-2-l1-destr-23-01-25.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2042-brdm-2-l1-capt-17-09-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2053-brdm-2-capt-23-03-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2054-brdm-2-capt-06-04-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2056-brdm-2-destr-25-03-22.jpg,img_ukraine,2023-10-02
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_2121-brdm-2-l1-capt-22-10-24.jpg,img_ukraine_2025-06-18,2025-06-18
Armoured_Fighting_Vehicles,BRDM-2L1,brdm-2l1_224w.png,img_ukraine,2023-10-02
